date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:02	14837/14837	---M--	200	added ('OK')	image/svg+xml	etag:%2239f5-5d9626ba5baae%22	https://mannatthemes.com/selfown/default/images/personal/contact.svg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/personal/contact.svg	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:02	279/279	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2011:05:03%20GMT	https://mannatthemes.com/selfown/default/layout-one-1.html	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/layout-one-1.html	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:02	174342/174342	---M--	200	added ('OK')	image/jpeg	etag:%222a906-5d9626ba5baae%22	https://mannatthemes.com/selfown/default/images/personal/2.jpg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/personal/2.jpg	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:02	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:%2213131-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/bootstrap.bundle.min.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:03	157768/157768	---M-Z	200	added ('OK')	application/javascript	etag:%2226848-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/feather.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/feather.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:03	19907/19907	---M-Z	200	added ('OK')	application/javascript	etag:%224dc3-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/shuffle.min.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/shuffle.min.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:03	2132/2132	---M-Z	200	added ('OK')	application/javascript	etag:%22854-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/projects.init.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/projects.init.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:04	1934/1934	---M-Z	200	added ('OK')	application/javascript	etag:%2278e-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/text-roted.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/text-roted.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:04	846/846	---M-Z	200	added ('OK')	application/javascript	etag:%2234e-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/video.init.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/video.init.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
16:35:05	2352/2352	---M-Z	200	added ('OK')	application/javascript	etag:%22930-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/app.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/app.js	(from https://mannatthemes.com/selfown/default/dark-index-4.html)
